customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
16414,21,5,551.21,4,3,2,432,Loyal Customers
13516,21,4,1685.26,4,3,3,433,Champions
14285,21,9,3284.42,4,4,4,444,Champions
13091,21,6,-1343.24,4,3,1,431,Low Engagement
17163,21,4,699.78,4,3,2,432,Loyal Customers
12578,21,7,3956.45,4,3,4,434,Champions
12498,21,3,349.70,4,2,2,422,Recent Customers
13941,21,17,9826.63,4,4,4,444,Champions
15368,21,2,722.74,4,2,2,422,Recent Customers
17904,21,2,168.32,4,2,1,421,Recent Customers
14641,21,1,110.46,4,1,1,411,Recent Customers
15088,21,3,1140.27,4,2,3,423,Recent Customers
16463,21,7,1383.70,4,3,3,433,Champions
16945,21,35,8530.66,4,4,4,444,Champions
14903,21,10,2729.18,4,4,4,444,Champions
12779,21,21,6158.60,4,4,4,444,Champions
14593,21,18,3602.31,4,4,4,444,Champions
18034,21,3,753.35,4,2,2,422,Recent Customers
13962,21,3,362.80,4,2,2,422,Recent Customers
17779,21,5,633.92,4,3,2,432,Loyal Customers
17301,21,2,294.39,4,2,1,421,Recent Customers
16560,21,10,3010.73,4,4,4,444,Champions
13117,21,19,2253.96,4,4,4,444,Champions
14902,21,5,1000.27,4,3,3,433,Champions
14820,21,9,1274.76,4,4,3,443,Champions
18221,22,8,1370.34,4,3,3,433,Champions
12406,22,7,6072.21,4,3,4,434,Champions
12481,22,18,10889.15,4,4,4,444,Champions
14416,22,2,490.22,4,2,2,422,Recent Customers
13138,22,8,1261.26,4,4,3,443,Champions
14332,22,5,1917.41,4,3,3,433,Champions
13894,22,5,535.97,4,3,2,432,Loyal Customers
12449,22,6,4274.89,4,3,4,434,Champions
15287,22,6,854.58,4,3,3,433,Champions
14234,22,4,754.12,4,3,2,432,Loyal Customers
13160,22,1,91.80,4,1,1,411,Recent Customers
12647,22,45,13919.74,4,4,4,444,Champions
16656,22,44,16307.72,4,4,4,444,Champions
17080,22,8,955.41,4,4,3,443,Champions
17095,22,12,2520.75,4,4,4,444,Champions
17985,22,1,631.35,4,1,2,412,Recent Customers
16009,22,4,972.11,4,3,3,433,Champions
15983,22,8,3110.37,4,4,4,444,Champions
15124,22,4,450.82,4,3,2,432,Loyal Customers
17797,22,8,1971.87,4,3,3,433,Champions
15506,22,6,2030.33,4,3,3,433,Champions
14034,22,4,509.09,4,3,2,432,Loyal Customers
12539,22,8,11186.75,4,4,4,444,Champions
16186,22,30,8676.23,4,4,4,444,Champions
12477,22,12,20173.64,4,4,4,444,Champions
16298,22,9,1080.00,4,4,3,443,Champions
13028,22,3,659.68,4,2,2,422,Recent Customers
16070,22,2,852.15,4,2,3,423,Recent Customers
17461,22,3,735.82,4,2,2,422,Recent Customers
12712,22,28,5801.78,4,4,4,444,Champions
15267,22,5,1717.36,4,3,3,433,Champions
14112,22,27,5524.51,4,4,4,444,Champions
15435,22,1,149.29,4,1,1,411,Recent Customers
17716,22,27,15671.32,4,4,4,444,Champions
16531,22,12,2263.58,4,4,4,444,Champions
13313,22,15,3423.27,4,4,4,444,Champions
12356,22,6,5611.73,4,3,4,434,Champions
15489,22,12,2327.36,4,4,4,444,Champions
15081,22,13,1837.12,4,4,3,443,Champions
14362,22,1,151.50,4,1,1,411,Recent Customers
12847,22,2,1609.00,4,2,3,423,Recent Customers
14508,22,6,804.07,4,3,2,432,Loyal Customers
16871,22,7,2761.49,4,3,4,434,Champions
17799,22,23,6121.78,4,4,4,444,Champions
12997,22,16,2065.11,4,4,3,443,Champions
13815,22,10,6547.79,4,4,4,444,Champions
12610,22,7,1705.99,4,3,3,433,Champions
12445,22,3,370.48,4,2,2,422,Recent Customers
15864,22,9,2014.22,4,4,3,443,Champions
17330,22,4,423.80,4,3,2,432,Loyal Customers
13308,22,5,1652.47,4,3,3,433,Champions
17147,22,16,3069.15,4,4,4,444,Champions
16638,22,16,2375.88,4,4,4,444,Champions
13871,22,21,7804.95,4,4,4,444,Champions
17397,22,3,1198.28,4,2,3,423,Recent Customers
16042,22,11,2183.10,4,4,4,444,Champions
16869,22,5,797.32,4,3,2,432,Loyal Customers
17613,22,17,4494.77,4,4,4,444,Champions
12567,22,17,10425.44,4,4,4,444,Champions
15657,22,1,30.00,4,1,1,411,Recent Customers
15529,22,13,4753.66,4,4,4,444,Champions
13828,22,1,209.49,4,1,1,411,Recent Customers
14286,23,12,8396.70,4,4,4,444,Champions
13629,23,19,13370.86,4,4,4,444,Champions
14898,23,18,3242.60,4,4,4,444,Champions
17377,23,91,17184.23,4,4,4,444,Champions
16999,23,2,484.82,4,2,2,422,Recent Customers
12910,23,14,5747.02,4,4,4,444,Champions
13575,23,5,732.07,4,3,2,432,Loyal Customers
17198,23,3,692.22,4,2,2,422,Recent Customers
12993,23,10,1191.26,4,4,3,443,Champions
13939,23,10,1533.66,4,4,3,443,Champions
16278,23,7,1056.59,4,3,3,433,Champions
18246,23,3,758.82,4,2,2,422,Recent Customers
17596,23,14,4478.11,4,4,4,444,Champions
16245,23,5,1352.36,4,3,3,433,Champions
16469,23,5,803.90,4,3,2,432,Loyal Customers
17549,23,2,148.86,4,2,1,421,Recent Customers
15269,23,3,1225.36,4,2,3,423,Recent Customers
13926,23,1,223.85,4,1,1,411,Recent Customers
13449,23,1,291.88,4,1,1,411,Recent Customers
16916,23,4,896.12,4,3,3,433,Champions
17896,23,1,256.32,4,1,1,411,Recent Customers
12991,23,3,764.82,4,2,2,422,Recent Customers
14948,23,7,1066.57,4,3,3,433,Champions
12626,23,13,5722.35,4,4,4,444,Champions
12640,23,3,994.58,4,2,3,423,Recent Customers
18006,23,4,969.51,4,3,3,433,Champions
16804,23,3,536.99,4,2,2,422,Recent Customers
12731,23,19,25540.21,4,4,4,444,Champions
13285,23,6,3364.59,4,3,4,434,Champions
16204,23,4,913.71,4,3,3,433,Champions
16809,23,10,1725.48,4,4,3,443,Champions
15584,23,7,1265.70,4,3,3,433,Champions
16912,23,18,4420.86,4,4,4,444,Champions
13816,23,4,483.04,4,3,2,432,Loyal Customers
15805,23,40,9668.62,4,4,4,444,Champions
15432,23,4,301.26,4,3,1,431,Low Engagement
15051,23,10,3911.91,4,4,4,444,Champions
12500,23,25,5494.31,4,4,4,444,Champions
15900,23,5,876.67,4,3,3,433,Champions
14851,23,3,829.41,4,2,3,423,Recent Customers
15110,23,9,1482.95,4,4,3,443,Champions
13131,23,8,3279.77,4,3,4,434,Champions
16855,23,2,328.40,4,2,2,422,Recent Customers
16008,23,15,5339.13,4,4,4,444,Champions
13447,23,4,1104.23,4,3,3,433,Champions
14057,23,23,8276.10,4,4,4,444,Champions
16669,23,5,1344.48,4,3,3,433,Champions
17680,23,4,462.50,4,3,2,432,Loyal Customers
18075,23,31,5579.91,4,4,4,444,Champions
17368,23,16,2145.39,4,4,4,444,Champions
14507,23,14,3104.80,4,4,4,444,Champions
14109,23,2,80.20,4,2,1,421,Recent Customers
16085,23,13,2318.91,4,4,4,444,Champions
13500,23,5,1436.30,4,3,3,433,Champions
15967,23,13,2943.60,4,4,4,444,Champions
18263,23,4,1211.08,4,3,3,433,Champions
14533,24,15,3185.12,4,4,4,444,Champions
13692,24,8,3022.95,4,4,4,444,Champions
15582,24,3,682.91,4,2,2,422,Recent Customers
13236,24,3,727.27,4,2,2,422,Recent Customers
17974,24,6,1739.09,4,3,3,433,Champions
18123,24,3,666.64,4,2,2,422,Recent Customers
14522,24,8,1748.42,4,3,3,433,Champions
14725,24,5,1196.46,4,3,3,433,Champions
18181,24,7,1166.61,4,3,3,433,Champions
17510,24,2,514.56,4,2,2,422,Recent Customers
16423,24,1,346.12,4,1,2,412,Recent Customers
13846,24,5,1290.34,4,3,3,433,Champions
17357,24,2,384.39,4,2,2,422,Recent Customers
12676,24,12,2333.09,4,4,4,444,Champions
17777,24,3,647.56,4,2,2,422,Recent Customers
14715,24,8,1809.55,4,3,3,433,Champions
15556,24,1,279.77,4,1,1,411,Recent Customers
12933,24,11,1576.88,4,4,3,443,Champions
16557,24,2,281.85,4,2,1,421,Recent Customers
13455,24,11,2080.88,4,4,3,443,Champions
17521,24,6,1276.81,4,3,3,433,Champions
18259,24,7,3941.90,4,3,4,434,Champions
17153,24,1,213.78,4,1,1,411,Recent Customers
15679,24,4,781.28,4,3,2,432,Loyal Customers
15758,24,1,205.25,4,1,1,411,Recent Customers
15720,24,2,739.22,4,2,2,422,Recent Customers
13614,24,6,2332.74,4,3,4,434,Champions
17220,24,21,4451.41,4,4,4,444,Champions
14666,24,1,179.95,4,1,1,411,Recent Customers
17314,24,22,4514.70,4,4,4,444,Champions
13735,24,22,9422.36,4,4,4,444,Champions
12890,24,2,706.02,4,2,2,422,Recent Customers
15955,24,25,8050.23,4,4,4,444,Champions
16341,24,10,3832.29,4,4,4,444,Champions
13632,24,10,3632.36,4,4,4,444,Champions
16878,24,2,0.00,4,2,1,421,Recent Customers
15981,24,27,9284.07,3,4,4,344,Loyal Customers
13066,24,3,430.90,3,2,2,322,Promising
15419,24,1,135.86,3,1,1,311,Promising
14544,24,3,2938.53,3,2,4,324,Promising
12415,24,33,143107.02,3,4,4,344,Loyal Customers
17564,24,3,454.01,3,2,2,322,Promising
13058,24,3,271.40,3,2,1,321,Promising
15524,24,2,591.40,3,2,2,322,Promising
12883,24,4,703.47,3,3,2,332,Loyal Customers
18043,24,3,529.29,3,2,2,322,Promising
14714,24,7,896.40,3,3,3,333,Loyal Customers
12374,25,4,2669.22,3,3,4,334,Loyal Customers
15058,25,17,3354.73,3,4,4,344,Loyal Customers
14680,25,87,53080.02,3,4,4,344,Loyal Customers
12642,25,3,905.26,3,2,3,323,Promising
15863,25,5,355.10,3,3,2,332,Loyal Customers
13577,25,14,3346.62,3,4,4,344,Loyal Customers
16936,25,2,548.29,3,2,2,322,Promising
15839,25,5,1020.74,3,3,3,333,Loyal Customers
13549,25,9,1003.72,3,4,3,343,Loyal Customers
14494,25,3,401.46,3,2,2,322,Promising
17081,25,6,949.39,3,3,3,333,Loyal Customers
17652,25,18,4737.13,3,4,4,344,Loyal Customers
16303,25,9,7823.72,3,4,4,344,Loyal Customers
16207,25,1,394.38,3,1,2,312,Promising
17793,25,1,300.34,3,1,1,311,Promising
14684,25,6,1430.03,3,3,3,333,Loyal Customers
13835,25,8,1044.82,3,3,3,333,Loyal Customers
16478,25,3,331.00,3,2,2,322,Promising
15125,25,36,16124.33,3,4,4,344,Loyal Customers
15291,25,53,13077.44,3,4,4,344,Loyal Customers
12428,25,12,6366.00,3,4,4,344,Loyal Customers
16747,25,4,826.96,3,3,3,333,Loyal Customers
15781,25,4,333.56,3,3,2,332,Loyal Customers
18082,25,1,680.84,3,1,2,312,Promising
15458,25,2,370.44,3,2,2,322,Promising
15050,25,7,4032.27,3,3,4,334,Loyal Customers
15660,25,18,2554.84,3,4,4,344,Loyal Customers
18117,25,1,314.40,3,1,1,311,Promising
17538,25,1,98.42,3,1,1,311,Promising
15365,25,15,3791.98,3,4,4,344,Loyal Customers
17235,25,8,1562.98,3,3,3,333,Loyal Customers
12689,25,2,1139.61,3,2,3,323,Promising
16504,25,1,465.88,3,1,2,312,Promising
12938,25,1,114.14,3,1,1,311,Promising
14530,25,19,5968.62,3,4,4,344,Loyal Customers
18211,25,5,600.07,3,3,2,332,Loyal Customers
15168,25,1,106.56,3,1,1,311,Promising
16519,25,4,436.96,3,3,2,332,Loyal Customers
17663,25,23,5081.04,3,4,4,344,Loyal Customers
15203,25,15,4400.18,3,4,4,344,Loyal Customers
14953,25,5,960.42,3,3,3,333,Loyal Customers
15532,25,12,3653.35,3,4,4,344,Loyal Customers
14862,25,2,841.20,3,2,3,323,Promising
16639,25,5,1659.85,3,3,3,333,Loyal Customers
13178,26,25,13997.89,3,4,4,344,Loyal Customers
14499,26,10,2083.44,3,4,3,343,Loyal Customers
17041,26,7,1639.40,3,3,3,333,Loyal Customers
13450,26,14,4117.54,3,4,4,344,Loyal Customers
14661,26,1,107.95,3,1,1,311,Promising
14882,26,15,3345.05,3,4,4,344,Loyal Customers
13700,26,14,2569.72,3,4,4,344,Loyal Customers
18069,26,13,4434.17,3,4,4,344,Loyal Customers
13379,26,3,572.56,3,2,2,322,Promising
17211,26,15,3728.80,3,4,4,344,Loyal Customers
17838,26,15,5134.49,3,4,4,344,Loyal Customers
15411,26,5,1336.43,3,3,3,333,Loyal Customers
12865,26,5,3303.31,3,3,4,334,Loyal Customers
16720,26,4,556.69,3,3,2,332,Loyal Customers
16898,26,6,820.86,3,3,3,333,Loyal Customers
13170,26,1,108.81,3,1,1,311,Promising
14227,26,22,6324.76,3,4,4,344,Loyal Customers
15599,26,3,1250.06,3,2,3,323,Promising
14487,26,8,1253.52,3,4,3,343,Loyal Customers
15429,26,3,364.90,3,2,2,322,Promising
13146,26,1,228.91,3,1,1,311,Promising
15787,26,3,933.26,3,2,3,323,Promising
15449,26,5,971.22,3,3,3,333,Loyal Customers
13892,26,6,1267.65,3,3,3,333,Loyal Customers
14784,26,3,449.93,3,2,2,322,Promising
16930,26,3,378.89,3,2,2,322,Promising
17790,26,20,2779.41,3,4,4,344,Loyal Customers
17287,26,23,3810.61,3,4,4,344,Loyal Customers
13451,26,13,7017.97,3,4,4,344,Loyal Customers
17720,26,12,2613.06,3,4,4,344,Loyal Customers
14382,26,3,1187.68,3,2,3,323,Promising
13603,26,1,164.34,3,1,1,311,Promising
14044,26,11,3057.00,3,4,4,344,Loyal Customers
13984,26,13,1461.32,3,4,3,343,Loyal Customers
16726,26,7,2063.88,3,3,3,333,Loyal Customers
12867,26,16,7782.91,3,4,4,344,Loyal Customers
16416,26,10,2937.88,3,4,4,344,Loyal Customers
12508,26,2,397.88,3,2,2,322,Promising
12691,28,7,1044.40,3,3,3,333,Loyal Customers
14789,28,1,197.64,3,1,1,311,Promising
16460,28,3,811.23,3,2,2,322,Promising
17015,28,3,1838.61,3,2,3,323,Promising
17052,28,1,399.09,3,1,2,312,Promising
18209,28,1,139.10,3,1,1,311,Promising
12685,28,6,2575.08,3,3,4,334,Loyal Customers
12726,28,11,3690.60,3,4,4,344,Loyal Customers
13727,28,9,1061.40,3,4,3,343,Loyal Customers
17088,28,4,1991.01,3,3,3,333,Loyal Customers
12517,28,6,2263.65,3,3,4,334,Loyal Customers
16332,28,13,1977.05,3,4,3,343,Loyal Customers
15692,28,1,191.04,3,1,1,311,Promising
13810,28,4,827.51,3,3,3,333,Loyal Customers
17295,28,3,547.00,3,2,2,322,Promising
17069,28,21,5441.35,3,4,4,344,Loyal Customers
12384,28,3,406.16,3,2,2,322,Promising
15557,28,1,468.91,3,1,2,312,Promising
14035,28,11,2790.50,3,4,4,344,Loyal Customers
12480,28,8,4805.10,3,4,4,344,Loyal Customers
13732,28,1,491.86,3,1,2,312,Promising
17512,28,20,5432.27,3,4,4,344,Loyal Customers
14226,28,9,2950.38,3,4,4,344,Loyal Customers
15608,28,5,1785.98,3,3,3,333,Loyal Customers
17162,28,11,1707.21,3,4,3,343,Loyal Customers
15492,28,2,659.46,3,2,2,322,Promising
18014,28,1,154.27,3,1,1,311,Promising
16433,28,2,384.52,3,2,2,322,Promising
14662,28,7,1376.43,3,3,3,333,Loyal Customers
17191,28,16,4284.84,3,4,4,344,Loyal Customers
17054,28,6,1353.83,3,3,3,333,Loyal Customers
16671,28,3,1692.27,3,2,3,323,Promising
12589,28,11,2752.17,3,4,4,344,Loyal Customers
16386,28,3,1068.16,3,2,3,323,Promising
12600,28,26,4343.60,3,4,4,344,Loyal Customers
13557,28,16,2980.08,3,4,4,344,Loyal Customers
14064,29,21,2967.57,3,4,4,344,Loyal Customers
16863,29,5,812.82,3,3,2,332,Loyal Customers
17791,29,1,106.10,3,1,1,311,Promising
12659,29,1,73.68,3,1,1,311,Promising
12544,29,2,299.70,3,2,1,321,Promising
17901,29,3,260.08,3,2,1,321,Promising
18217,29,6,902.80,3,3,3,333,Loyal Customers
17977,29,3,1453.55,3,2,3,323,Promising
14765,29,3,254.11,3,2,1,321,Promising
12599,29,13,2026.72,3,4,3,343,Loyal Customers
17932,29,3,1331.57,3,2,3,323,Promising
16434,29,13,2658.99,3,4,4,344,Loyal Customers
16003,29,10,5613.83,3,4,4,344,Loyal Customers
14748,29,16,2208.89,3,4,4,344,Loyal Customers
15111,29,5,2442.37,3,3,4,334,Loyal Customers
16791,29,18,3852.31,3,4,4,344,Loyal Customers
18236,29,12,1795.35,3,4,3,343,Loyal Customers
12844,29,4,648.60,3,3,2,332,Loyal Customers
16907,29,9,1470.89,3,4,3,343,Loyal Customers
17059,29,10,4846.87,3,4,4,344,Loyal Customers
17109,29,10,1276.35,3,4,3,343,Loyal Customers
17197,29,1,1013.01,3,1,3,313,Promising
17442,29,23,4517.70,3,4,4,344,Loyal Customers
16218,29,19,3872.30,3,4,4,344,Loyal Customers
14829,29,9,1402.97,3,4,3,343,Loyal Customers
15289,29,7,1570.71,3,3,3,333,Loyal Customers
16986,29,11,4888.75,3,4,4,344,Loyal Customers
17653,29,5,1175.88,3,3,3,333,Loyal Customers
14944,29,24,9574.92,3,4,4,344,Loyal Customers
13817,29,2,328.98,3,2,2,322,Promising
14466,29,13,4267.15,3,4,4,344,Loyal Customers
15238,29,5,1056.54,3,3,3,333,Loyal Customers
17537,29,2,887.67,3,2,3,323,Promising
13460,29,2,183.44,3,2,1,321,Promising
16126,29,15,14644.60,3,4,4,344,Loyal Customers
17416,29,25,17221.47,3,4,4,344,Loyal Customers
12981,29,2,372.22,3,2,2,322,Promising
12541,29,3,841.18,3,2,3,323,Promising
15830,29,2,547.70,3,2,2,322,Promising
15597,29,3,554.52,3,2,2,322,Promising
15785,29,26,5825.33,3,4,4,344,Loyal Customers
16628,29,8,2313.09,3,3,4,334,Loyal Customers
14712,29,4,1328.07,3,3,3,333,Loyal Customers
18125,29,5,1130.10,3,3,3,333,Loyal Customers
16025,29,1,439.66,3,1,2,312,Promising
16743,29,15,4165.90,3,4,4,344,Loyal Customers
16903,29,4,1009.45,3,3,3,333,Loyal Customers
13983,29,30,6638.85,3,4,4,344,Loyal Customers
12708,29,30,4381.72,3,4,4,344,Loyal Customers
15463,29,1,126.14,3,1,1,311,Promising
12617,29,1,352.98,3,1,2,312,Promising
14863,29,1,266.76,3,1,1,311,Promising
17573,29,4,362.90,3,3,2,332,Loyal Customers
13606,29,3,276.75,3,2,1,321,Promising
15184,29,4,685.39,3,3,2,332,Loyal Customers
15355,29,2,277.05,3,2,1,321,Promising
12473,29,9,2545.27,3,4,4,344,Loyal Customers
13148,29,36,7990.11,3,4,4,344,Loyal Customers
18135,29,13,1229.22,3,4,3,343,Loyal Customers
12538,29,2,640.45,3,2,2,322,Promising
15452,29,6,1785.11,3,3,3,333,Loyal Customers
13384,30,15,6635.09,3,4,4,344,Loyal Customers
16205,30,7,1813.51,3,3,3,333,Loyal Customers
14214,30,7,1000.23,3,3,3,333,Loyal Customers
16996,30,13,2044.16,3,4,3,343,Loyal Customers
14108,30,5,1041.21,3,3,3,333,Loyal Customers
14921,30,2,1316.07,3,2,3,323,Promising
12893,30,1,176.55,3,1,1,311,Promising
14240,30,3,1247.49,3,2,3,323,Promising
15114,30,12,3400.12,3,4,4,344,Loyal Customers
15986,30,2,354.42,3,2,2,322,Promising
16880,30,8,1813.21,3,3,3,333,Loyal Customers
13992,30,3,219.50,3,2,1,321,Promising
13209,30,16,8438.06,3,4,4,344,Loyal Customers
13029,30,5,1927.30,3,3,3,333,Loyal Customers
16516,30,1,101.70,3,1,1,311,Promising
15485,30,8,4663.92,3,3,4,334,Loyal Customers
14968,30,2,497.49,3,2,2,322,Promising
16767,30,16,7950.41,3,4,4,344,Loyal Customers
17867,30,20,835.22,3,4,3,343,Loyal Customers
15450,30,1,429.84,3,1,2,312,Promising
17865,30,62,25584.75,3,4,4,344,Loyal Customers
13623,30,15,2456.73,3,4,4,344,Loyal Customers
12949,30,28,15391.00,3,4,4,344,Loyal Customers
17690,30,21,6954.30,3,4,4,344,Loyal Customers
14284,30,4,1282.85,3,3,3,333,Loyal Customers
16953,30,1,20.80,3,1,1,311,Promising
17011,30,4,536.70,3,2,2,322,Promising
13046,30,3,949.25,3,2,3,323,Promising
14691,30,5,2114.33,3,3,3,333,Loyal Customers
13804,30,9,3161.12,3,4,4,344,Loyal Customers
17038,30,2,743.17,3,2,2,322,Promising
16041,30,3,3166.40,3,2,4,324,Promising
15027,30,13,2974.04,3,4,4,344,Loyal Customers
17702,30,9,2999.94,3,4,4,344,Loyal Customers
12532,30,1,313.83,3,1,1,311,Promising
12472,30,37,14169.69,3,4,4,344,Loyal Customers
16751,30,1,1764.72,3,1,3,313,Promising
13522,30,1,125.80,3,1,1,311,Promising
16732,31,9,3966.79,3,4,4,344,Loyal Customers
12990,31,7,955.50,3,3,3,333,Loyal Customers
16187,31,17,6841.24,3,4,4,344,Loyal Customers
14360,31,4,2118.03,3,3,3,333,Loyal Customers
16284,31,3,1018.48,3,2,3,323,Promising
14050,31,2,746.36,3,2,2,322,Promising
17022,31,2,260.00,3,2,1,321,Promising
13272,31,2,276.56,3,2,1,321,Promising
17633,31,9,1974.89,3,4,3,343,Loyal Customers
15763,31,3,1048.67,3,2,3,323,Promising
15275,31,2,609.19,3,2,2,322,Promising
17289,31,11,2032.30,3,4,3,343,Loyal Customers
15249,31,21,9147.15,3,4,4,344,Loyal Customers
17886,31,7,1562.60,3,3,3,333,Loyal Customers
13695,31,16,2770.73,3,4,4,344,Loyal Customers
16253,31,9,7222.20,3,4,4,344,Loyal Customers
15103,31,2,703.36,3,2,2,322,Promising
16618,31,6,2630.64,3,3,4,334,Loyal Customers
14676,31,16,8285.49,3,4,4,344,Loyal Customers
16837,31,12,3167.73,3,4,4,344,Loyal Customers
18216,31,1,481.75,3,1,2,312,Promising
12721,31,10,3555.83,3,4,4,344,Loyal Customers
13643,31,15,2112.17,3,4,3,343,Loyal Customers
14232,31,8,2043.93,3,4,3,343,Loyal Customers
15153,31,1,329.25,3,1,2,312,Promising
15043,31,6,2855.32,3,3,4,334,Loyal Customers
16505,31,1,777.60,3,1,2,312,Promising
13110,31,14,2896.17,3,4,4,344,Loyal Customers
16602,31,5,711.63,3,3,2,332,Loyal Customers
13329,31,14,4672.82,3,4,4,344,Loyal Customers
17515,31,9,1602.51,3,4,3,343,Loyal Customers
12849,31,6,3015.98,3,3,4,334,Loyal Customers
17219,31,2,259.13,3,2,1,321,Promising
15573,31,5,1180.47,3,3,3,333,Loyal Customers
15957,31,3,921.25,3,2,3,323,Promising
17964,31,2,463.21,3,2,2,322,Promising
15513,31,41,25959.16,3,4,4,344,Loyal Customers
18177,31,10,2189.07,3,4,4,344,Loyal Customers
13975,31,14,5224.85,3,4,4,344,Loyal Customers
13047,31,42,8110.09,3,4,4,344,Loyal Customers
15356,31,13,3239.57,3,4,4,344,Loyal Customers
13710,31,3,509.52,3,2,2,322,Promising
12613,31,13,6033.82,3,4,4,344,Loyal Customers
14524,31,13,2909.86,3,4,4,344,Loyal Customers
13587,31,6,1308.10,3,3,3,333,Loyal Customers
17160,31,18,10201.36,3,4,4,344,Loyal Customers
17637,31,2,547.06,3,2,2,322,Promising
18164,31,2,394.70,3,2,2,322,Promising
15066,31,2,760.59,3,2,2,322,Promising
13867,31,3,1005.09,3,2,3,323,Promising
18150,32,3,566.58,3,2,2,322,Promising
15719,32,39,10117.22,3,4,4,344,Loyal Customers
18016,32,7,1954.56,3,3,3,333,Loyal Customers
12408,32,14,3859.64,3,4,4,344,Loyal Customers
14929,32,2,836.69,3,2,3,323,Promising
16232,32,10,2692.02,3,4,4,344,Loyal Customers
17043,32,8,2593.65,3,4,4,344,Loyal Customers
17430,32,4,622.57,3,3,2,332,Loyal Customers
17164,32,8,2466.40,3,3,4,334,Loyal Customers
17761,32,1,712.78,3,1,2,312,Promising
13717,32,11,1748.05,3,4,3,343,Loyal Customers
15493,32,11,4078.64,3,4,4,344,Loyal Customers
15870,32,4,857.46,3,3,3,333,Loyal Customers
14080,32,6,1075.73,3,3,3,333,Loyal Customers
16612,32,10,3243.48,3,4,4,344,Loyal Customers
17623,32,7,2365.77,3,3,4,334,Loyal Customers
13993,32,24,6690.36,3,4,4,344,Loyal Customers
12484,32,16,5490.80,3,4,4,344,Loyal Customers
14623,32,12,1983.55,3,4,3,343,Loyal Customers
16637,32,5,1124.59,3,3,3,333,Loyal Customers
13324,32,23,10421.37,3,4,4,344,Loyal Customers
15330,32,2,714.96,3,2,2,322,Promising
16362,32,11,816.96,3,4,2,342,Loyal Customers
16053,32,8,3606.14,3,3,4,334,Loyal Customers
12832,32,2,383.03,3,2,2,322,Promising
17107,32,13,15595.37,3,4,4,344,Loyal Customers
18036,32,11,1545.49,3,4,3,343,Loyal Customers
14387,32,3,1727.60,3,2,3,323,Promising
15618,32,5,747.03,3,3,2,332,Loyal Customers
13824,32,14,3273.36,3,4,4,344,Loyal Customers
15522,32,2,397.99,3,2,2,322,Promising
14700,32,5,3076.06,3,3,4,334,Loyal Customers
13097,32,40,12811.56,3,4,4,344,Loyal Customers
16348,32,8,1742.08,3,4,3,343,Loyal Customers
17158,32,6,1962.30,3,3,3,333,Loyal Customers
14174,33,1,134.46,3,1,1,311,Promising
15017,33,1,125.58,3,1,1,311,Promising
16445,33,4,583.16,3,3,2,332,Loyal Customers
15696,33,21,3732.12,3,4,4,344,Loyal Customers
16372,33,6,1260.31,3,3,3,333,Loyal Customers
13532,33,1,210.31,3,1,1,311,Promising
13155,33,6,1370.48,3,3,3,333,Loyal Customers
13634,33,17,4434.16,3,4,4,344,Loyal Customers
16466,33,16,3642.09,3,4,4,344,Loyal Customers
14404,33,15,2625.13,3,4,4,344,Loyal Customers
16357,33,4,868.37,3,3,3,333,Loyal Customers
13527,33,14,4507.59,3,4,4,344,Loyal Customers
17608,33,4,488.06,3,3,2,332,Loyal Customers
16488,33,4,492.20,3,3,2,332,Loyal Customers
12838,33,12,2953.46,3,4,4,344,Loyal Customers
17831,33,1,35.40,3,1,1,311,Promising
15952,33,4,781.91,3,3,2,332,Loyal Customers
15407,33,4,1046.74,3,3,3,333,Loyal Customers
15526,33,2,148.44,3,2,1,321,Promising
16771,33,10,3921.10,3,4,4,344,Loyal Customers
12638,33,2,681.49,3,2,2,322,Promising
12645,33,10,3175.10,3,4,4,344,Loyal Customers
13759,33,2,659.41,3,2,2,322,Promising
14517,33,2,330.45,3,2,2,322,Promising
14039,33,2,267.28,3,2,1,321,Promising
17082,33,6,4732.03,3,3,4,334,Loyal Customers
13772,33,9,3080.52,3,4,4,344,Loyal Customers
16243,33,2,409.10,3,2,2,322,Promising
13523,33,7,4325.07,3,3,4,334,Loyal Customers
18170,33,9,2878.00,3,4,4,344,Loyal Customers
15025,33,2,971.84,3,2,3,323,Promising
12357,33,3,17437.66,3,2,4,324,Promising
16676,33,7,2328.50,3,3,4,334,Loyal Customers
15427,33,3,1430.54,3,2,3,323,Promising
14592,35,3,557.94,3,2,2,322,Promising
18035,35,5,1260.23,3,3,3,333,Loyal Customers
16012,35,5,2978.59,3,3,4,334,Loyal Customers
17274,35,2,573.22,3,2,2,322,Promising
14150,35,2,658.64,3,2,2,322,Promising
13651,35,4,193.95,3,3,1,331,Low Engagement
12944,35,2,604.51,3,2,2,322,Promising
15722,35,15,5107.85,3,4,4,344,Loyal Customers
17233,35,3,560.86,3,2,2,322,Promising
17193,35,12,2254.60,3,4,4,344,Loyal Customers
12928,35,12,4304.89,3,4,4,344,Loyal Customers
17930,35,15,4242.92,3,4,4,344,Loyal Customers
17084,35,4,4997.96,3,3,4,334,Loyal Customers
16318,35,1,328.15,3,1,2,312,Promising
15010,35,1,308.94,3,1,1,311,Promising
15809,35,9,862.88,3,4,3,343,Loyal Customers
